0,1
0.602,0.398
0.9999,9.9999999999989E-05
1,0
1,0
1,0
0.9999,9.9999999999989E-05
1,0
0.9999,9.9999999999989E-05
0.9999,9.9999999999989E-05
1,0
1,0
0.9999,9.9999999999989E-05
0.9999,9.9999999999989E-05
1,0
1,0
1,0
1,0
1,0
1,0
1,0
0.9998,0.0002
1,0
1,0
1,0
1,0
1,0
1,0
0.9999,9.9999999999989E-05
0.9998,0.0002
1,0
1,0
1,0
1,0
0.9999,9.9999999999989E-05
1,0
1,0
1,0
1,0
1,0
0.9999,9.9999999999989E-05
0.9999,9.9999999999989E-05
0.9999,9.9999999999989E-05
1,0
1,0
0.9999,9.9999999999989E-05
1,0
1,0
1,0
1,0
0.9999,9.9999999999989E-05
1,0
1,0
0.9999,9.9999999999989E-05
1,0
1,0
0.9998,0.0002
1,0
1,0
1,0
0.9999,9.9999999999989E-05
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
0.9999,9.9999999999989E-05
0.9999,9.9999999999989E-05
1,0
1,0
1,0
1,0
1,0
0.9999,9.9999999999989E-05
1,0
1,0
1,0
0.9999,9.9999999999989E-05
0.9999,0.0001
1,0
1,0
0.8922,0.1078
0.7146,0.2854
0.2906,0.7094
0.6864,0.3136
0.3093,0.6907
0.661,0.339
0.3265,0.6735
0.6547,0.3453
0.3442,0.6558
0.6422,0.3578
0.3644,0.6356
0.6192,0.3808
0.3816,0.6184
0.6761,0.3239
0.673,0.327
0.674,0.326
0.6761,0.3239
0.7813,0.2187
0.7527,0.2473
0.7542,0.2458
0.7599,0.2401
0.7568,0.2432
0.7527,0.2473
0.7506,0.2494
0.7662,0.2338
0.7516,0.2484
0.7536,0.2464
0.6214,0.3786
0.5162,0.4838
0.7641,0.2359
0.7589,0.2411
0.7558,0.2442
0.7797,0.2203
0.7599,0.2401
0.7599,0.2401
0.7589,0.2411
0.7692,0.2308
0.7646,0.2354
0.7568,0.2432
0.7735,0.2265
0.7803,0.2197
0.7572,0.2428
0.7605,0.2395
0.7572,0.2428
0.7698,0.2302
0.7599,0.2401
0.7599,0.2401
0.7572,0.2428
0.7735,0.2265
0.7583,0.2417
0.7614,0.2386
0.7594,0.2406
0.7709,0.2291
0.762,0.238
0.7579,0.2421
0.7583,0.2417
0.7714,0.2286
0.7572,0.2428
0.7489,0.2511
0.762,0.238
0.7495,0.2505
0.748,0.252
0.7511,0.2489
0.762,0.238
0.7485,0.2515
0.8338,0.1662
0.5501,0.4499
0.7703,0.2297
0.7527,0.2473
0.7506,0.2494
0.7527,0.2473
0.7614,0.2386
0.7631,0.2369
0.7563,0.2437
0.7489,0.2511
0.7667,0.2333
0.7521,0.2479
0.7527,0.2473
0.7583,0.2417
0.7692,0.2308
0.7521,0.2479
0.7599,0.2401
0.7495,0.2505
0.7547,0.2453
0.7516,0.2484
0.7589,0.2411
0.7579,0.2421
0.75,0.25
0.7714,0.2286
0.762,0.238
0.7755,0.2245
0.7583,0.2417
0.7667,0.2333
0.7594,0.2406
0.7583,0.2417
0.7594,0.2406
0.7646,0.2354
0.761,0.239
0.7652,0.2348
0.7605,0.2395
0.7572,0.2428
0.761,0.239
0.7599,0.2401
0.7579,0.2421
0.7662,0.2338
0.7579,0.2421
0.7563,0.2437
0.7652,0.2348
0.7678,0.2322
0.7589,0.2411
0.7589,0.2411
0.7547,0.2453
0.7636,0.2364
0.7625,0.2375
0.7572,0.2428
0.7572,0.2428
0.7719,0.2281
0.761,0.239
0.762,0.238
0.7672,0.2328
0.7719,0.2281
0.761,0.239
0.7594,0.2406
0.7583,0.2417
0.7782,0.2218
0.7662,0.2338
0.7614,0.2386
0.7605,0.2395
0.7678,0.2322
0.7646,0.2354
0.7594,0.2406
0.7589,0.2411
0.774,0.226
0.7568,0.2432
0.7605,0.2395
0.7568,0.2432
0.7672,0.2328
0.7589,0.2411
0.7594,0.2406
0.7563,0.2437
0.7724,0.2276
0.7553,0.2447
0.7751,0.2249
0.7579,0.2421
0.7657,0.2343
0.7614,0.2386
0.761,0.239
0.7579,0.2421
0.7724,0.2276
0.7589,0.2411
0.761,0.239
0.7594,0.2406
0.7678,0.2322
0.7599,0.2401
0.7589,0.2411
0.7583,0.2417
0.7724,0.2276
0.7605,0.2395
0.762,0.238
0.7698,0.2302
0.7782,0.2218
0.762,0.238
0.7605,0.2395
0.762,0.238
0.7719,0.2281
0.7568,0.2432
0.7485,0.2515
0.7584,0.2416
0.7933,0.2067
0.7521,0.2479
0.7495,0.2505
0.7599,0.2401
0.7521,0.2479
0.75,0.25
0.75,0.25
0.8376,0.1624
0.8015,0.1985
0.8521,0.1479
0.9245,0.0755
0.8235,0.1765
0.7542,0.2458
0.7521,0.2479
0.7485,0.2515
0.7771,0.2229
0.7527,0.2473
0.7521,0.2479
0.7542,0.2458
0.7646,0.2354
0.7568,0.2432
0.7605,0.2395
0.7641,0.2359
0.7678,0.2322
0.762,0.238
0.7714,0.2286
0.7558,0.2442
0.7568,0.2432
0.7599,0.2401
0.762,0.238
0.7563,0.2437
0.8094,0.1906
1,0
1,0
0.9849,0.0151
0.4363,0.5637
0.9541,0.0459
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
0.9999,9.9999999999989E-05
1,0
1,0
1,0
0.9999,9.9999999999989E-05
0.9828,0.0172
0.9634,0.0366
1,0
1,0
1,0
0.9999,9.9999999999989E-05
0.9999,9.9999999999989E-05
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
0.9999,9.9999999999989E-05
1,0
0.9999,9.9999999999989E-05
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
0.9999,9.9999999999989E-05
1,0
1,0
1,0
1,0
1,0
0.9999,9.9999999999989E-05
1,0
1,0
0.9999,9.9999999999989E-05
0.9999,9.9999999999989E-05
1,0
1,0
0.9999,9.9999999999989E-05
1,0
0.9999,9.9999999999989E-05
1,0
1,0
0.9999,9.9999999999989E-05
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
0.9999,9.9999999999989E-05
0.9999,9.9999999999989E-05
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
0.9999,0.0001
1,0
0.9998,0.0002
1,0
0.9999,9.9999999999989E-05
0.9999,9.9999999999989E-05
0.9998,0.0002
1,0
1,0
1,0
1,0
1,0
0.9999,9.9999999999989E-05
1,0
1,0
1,0
1,0
0.9999,9.9999999999989E-05
1,0
1,0
1,0
0.9999,9.9999999999989E-05
1,0
0.9999,9.9999999999989E-05
1,0
0.9999,9.9999999999989E-05
1,0
0.9999,9.9999999999989E-05
1,0
0.9999,9.9999999999989E-05
0.9998,0.0002
0.9999,9.9999999999989E-05
0.9999,9.9999999999989E-05
1,0
1,0
1,0
1,0
0.9999,0.0001
1,0
0.9998,0.0002
1,0
1,0
1,0
0.9999,9.9999999999989E-05
1,0
1,0
0.9999,9.9999999999989E-05
1,0
0.9213,0.0787
0.7625,0.2375
0.4197,0.5803
0.7105,0.2895
0.4385,0.5615
0.6947,0.3053
0.4576,0.5424
0.6761,0.3239
0.4729,0.5271
0.6599,0.3401
0.4951,0.5049
0.6391,0.3609
0.5114,0.4886
0.6219,0.3781
0.5286,0.4714
0.6031,0.3969
0.5459,0.4541
0.6084,0.3916
0.5652,0.4348
0.5672,0.4328
0.5813,0.4187
0.5501,0.4499
0.6006,0.3994
0.5303,0.4697
0.6178,0.3822
0.5198,0.4802
0.6364,0.3636
0.4973,0.5027
0.6374,0.3626
0.5443,0.4557
0.6614,0.3386
0.4875,0.5125
0.6792,0.3208
0.4671,0.5329
0.6881,0.3119
0.4583,0.5417
0.7141,0.2859
0.4322,0.5678
0.7266,0.2734
0.4239,0.5761
0.7489,0.2511
0.3968,0.6032
0.7683,0.2317
0.378,0.622
0.7844,0.2156
0.3651,0.6349
0.8032,0.1968
0.3458,0.6542
0.8204,0.1796
0.3291,0.6709
0.8391,0.1609
0.3119,0.6881
0.8567,0.1433
0.2921,0.7079
0.873,0.127
0.2722,0.7278
0.8911,0.1089
0.2597,0.7403
0.9099,0.0901
0.2411,0.7589
0.9266,0.0734
0.2243,0.7757
0.9464,0.0536
0.2036,0.7964
0.9619,0.0381
0.2026,0.7974
0.9678,0.0322
0.1864,0.8136
0.9745,0.0255
0.1932,0.8068
0.9886,0.0114
0.1973,0.8027
1,0
0.1666,0.8334
1,0
0.1638,0.8362
1,0
0.1604,0.8396
1,0
0.179,0.821
1,0
0.1978,0.8022
1,0
0.192,0.808
1,0
0.1947,0.8053
1,0
0.1869,0.8131
1,0
0.2025,0.7975
0.9969,0.0031
0.189,0.811
0.9917,0.0083
0.2113,0.7887
0.9605,0.0395
0.2336,0.7664
1,0
0.3822,0.6178
0.9292,0.0708
0.266,0.734
0.9261,0.0739
0.2852,0.7148
0.8922,0.1078
0.3015,0.6985
0.8922,0.1078
0.3191,0.6809
0.8563,0.1437
0.3358,0.6642
0.8652,0.1348
0.3546,0.6454
0.8204,0.1796
0.3718,0.6282
0.8162,0.1838
0.3906,0.6094
0.786,0.214
0.4113,0.5887
0.7834,0.2166
0.4275,0.5725
0.7433,0.2567
0.4441,0.5559
0.7599,0.2401
0.4723,0.5277
0.7115,0.2885
0.4791,0.5209
0.7136,0.2864
0.4978,0.5022
0.6777,0.3223
0.5144,0.4856
0.6771,0.3229
0.5323,0.4677
0.6412,0.3588
0.5511,0.4489
0.6385,0.3615
0.5662,0.4338
0.6079,0.3921
0.5869,0.4131
0.899,0.101
0.6073,0.3927
0.5693,0.4307
0.6256,0.3744
0.5834,0.4166
0.6433,0.3567
0.5395,0.4605
0.6594,0.3406
0.5303,0.4697
0.6792,0.3208
0.4947,0.5053
0.698,0.302
0.4875,0.5125
0.7157,0.2843
0.4598,0.5402
0.7349,0.2651
0.463,0.537
0.7464,0.2536
0.4269,0.5731
0.7641,0.2359
0.4197,0.5803
0.7829,0.2171
0.3921,0.6079
0.8016,0.1984
0.3843,0.6157
0.8183,0.1817
0.3526,0.6474
0.8469,0.1531
0.3546,0.6454
0.8541,0.1459
0.317,0.683
0.8713,0.1287
0.3234,0.6766
0.8911,0.1089
0.2822,0.7178
0.9089,0.0911
0.3708,0.6292
0.9256,0.0744
0.2468,0.7532
0.9422,0.0578
0.2437,0.7563
0.9605,0.0395
0.2296,0.7704
0.9605,0.0395
1,0
0.9599,0.0401
0.0316,0.9684
0.9735,0.0265
0.2441,0.7559
0.9953,0.0047
0.2005,0.7995
1,0
0.2134,0.7866
1,0
0.1963,0.8037
1,0
0.2238,0.7762
1,0
0.189,0.811
1,0
0.2102,0.7898
1,0
0.192,0.808
1,0
0.214,0.786
0.9985,0.0015
0.1957,0.8043
1,0
0.2238,0.7762
0.9573,0.0427
0.23,0.77
0.9636,0.0364
0.2468,0.7532
0.9271,0.0729
0.2655,0.7345
0.9271,0.0729
0.2827,0.7173
0.8881,0.1119
0.3009,0.6991
0.8942,0.1058
0.3489,0.6511
1,0
1,0
0.9999,9.9999999999989E-05
1,0
1,0
0.6529,0.3471
0.9999,9.9999999999989E-05
1,0
1,0
0.9999,9.9999999999989E-05
1,0
0.9999,9.9999999999989E-05
0.9998,0.0002
1,0
1,0
0.9999,9.9999999999989E-05
1,0
1,0
1,0
1,0
0.9999,9.9999999999989E-05
1,0
1,0
1,0
1,0
1,0
1,0
1,0
0.9998,0.0002
0.9999,9.9999999999989E-05
1,0
1,0
0.9999,9.9999999999989E-05
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
0.9999,9.9999999999989E-05
1,0
0.9999,0.0001
0.9999,0.0001
1,0
1,0
1,0
0.9998,0.0002
1,0
0.9999,9.9999999999989E-05
1,0
1,0
1,0
1,0
0.9999,9.9999999999989E-05
0.9999,9.9999999999989E-05
1,0
0.9999,9.9999999999989E-05
1,0
1,0
0.9999,9.9999999999989E-05
0.9999,9.9999999999989E-05
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
0.9999,9.9999999999989E-05
1,0
0.9998,0.0002
0.9999,9.9999999999989E-05
1,0
1,0
1,0
0.9999,9.9999999999989E-05
1,0
1,0
1,0
1,0
1,0
1,0
1,0
0.9999,9.9999999999989E-05
0.9999,9.9999999999989E-05
0.9999,9.9999999999989E-05
1,0
0.9999,9.9999999999989E-05
1,0
1,0
1,0
1,0
0.9999,9.9999999999989E-05
1,0
0.9998,0.0002
1,0
1,0
0.9999,9.9999999999989E-05
1,0
1,0
1,0
1,0
1,0
1,0
1,0
0.9999,9.9999999999989E-05
0.9999,9.9999999999989E-05
0.9998,0.0002
0.9999,9.9999999999989E-05
1,0
0.9999,9.9999999999989E-05
1,0
0.9999,9.9999999999989E-05
1,0
1,0
1,0
1,0
0.9999,9.9999999999989E-05
1,0
0.9999,9.9999999999989E-05
1,0
1,0
1,0
0.9999,9.9999999999989E-05
1,0
0.9999,9.9999999999989E-05
1,0
1,0
0.9998,0.0002
0.999,0.001
0.625,0.375
0.5271,0.4729
0.6417,0.3583
0.4885,0.5115
0.6688,0.3312
0.4916,0.5084
0.7125,0.2875
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
0.9999,9.9999999999989E-05
1,0
0.9999,9.9999999999989E-05
1,0
0.9999,9.9999999999989E-05
0.8172,0.1828
1,0
1,0
0.9999,0.0001
0.9999,9.9999999999989E-05
0.9998,0.0002
0.9999,9.9999999999989E-05
0.9999,9.9999999999989E-05
1,0
1,0
0.9999,0.0001
0.9999,9.9999999999989E-05
1,0
1,0
1,0
0.9999,9.9999999999989E-05
1,0
1,0
1,0
1,0
0.9999,0.0001
1,0
1,0
1,0
1,0
1,0
1,0
0.9999,9.9999999999989E-05
0.924,0.076
1,0
0.1604,0.8396
1,0
0.1728,0.8272
1,0
0.1739,0.8261
0.9855,0.0145
0.1609,0.8391
0.973,0.027
0.1754,0.8246
0.9573,0.0427
0.1958,0.8042
0.9323,0.0677
0.2108,0.7892
0.923,0.077
0.2306,0.7694
0.8974,0.1026
0.2348,0.7652
0.9443,0.0557
0.2602,0.7398
0.8839,0.1161
0.276,0.724
0.8844,0.1156
0.2958,0.7042
0.8448,0.1552
0.3124,0.6876
0.8438,0.1562
0.3311,0.6689
0.8058,0.1942
0.3494,0.6506
0.8053,0.1947
0.3655,0.6345
0.7777,0.2223
0.3816,0.6184
0.774,0.226
0.402,0.598
0.7474,0.2526
0.4197,0.5803
0.7291,0.2709
0.438,0.562
0.7053,0.2947
0.4557,0.5443
0.7006,0.2994
0.4676,0.5324
0.6719,0.3281
0.4911,0.5089
0.6614,0.3386
0.5088,0.4912
0.6308,0.3692
0.5261,0.4739
0.6297,0.3703
0.5443,0.4557
0.5974,0.4026
0.5636,0.4364
0.6,0.4
0.5787,0.4213
0.5641,0.4359
0.599,0.401
0.5583,0.4417
0.6167,0.3833
0.525,0.475
0.6344,0.3656
0.5172,0.4828
0.6516,0.3484
0.4947,0.5053
0.6697,0.3303
0.489,0.511
0.6875,0.3125
0.4551,0.5449
0.7042,0.2958
0.4796,0.5204
0.7119,0.2881
0.4432,0.5568
0.7277,0.2723
0.4426,0.5574
0.7442,0.2558
0.4104,0.5896
0.7636,0.2364
0.4098,0.5902
0.7813,0.2187
0.376,0.624
0.8,0.2
0.3708,0.6292
0.8167,0.1833
0.3385,0.6615
0.8292,0.1708
0.3442,0.6558
0.8541,0.1459
0.315,0.685
0.8724,0.1276
0.2984,0.7016
0.8907,0.1093
0.2619,0.7381
0.9073,0.0927
0.2614,0.7386
0.9245,0.0755
0.2338,0.7662
0.9402,0.0598
0.2306,0.7694
0.9594,0.0406
0.2125,0.7875
0.9615,0.0385
0.2093,0.7907
0.9739,0.0261
0.1931,0.8069
0.9839,0.0161
0.2061,0.7939
1,0
0.1711,0.8289
1,0
0.1885,0.8115
1,0
0.1723,0.8277
1,0
0.1858,0.8142
1,0
0.1723,0.8277
1,0
0.1931,0.8069
1,0
0.1848,0.8152
1,0
0.2139,0.7861
1,0
0.1937,0.8063
1,0
0.2134,0.7866
0.9745,0.0255
0.2182,0.7818
0.973,0.027
0.2338,0.7662
0.9407,0.0593
0.2541,0.7459
0.9297,0.0703
0.2708,0.7292
0.9005,0.0995
0.289,0.711
0.9021,0.0979
0.3045,0.6955
0.8803,0.1197
0.3259,0.6741
0.8661,0.1339
0.3431,0.6569
0.825,0.175
0.3608,0.6392
0.8277,0.1723
0.3775,0.6225
0.8047,0.1953
0.3967,0.6033
0.7927,0.2073
0.4134,0.5866
0.7563,0.2437
0.4322,0.5678
0.7407,0.2593
0.4489,0.5511
0.7297,0.2703
0.4676,0.5324
0.7178,0.2822
0.4833,0.5167
0.6958,0.3042
0.5036,0.4964
0.6714,0.3286
0.5193,0.4807
1,0
1,0
1,0
1,0
0.4195,0.5805
0.579,0.421
1,0
1,0
1,0
1,0
1,0
0.9999,9.9999999999989E-05
0.9999,9.9999999999989E-05
1,0
1,0
1,0
1,0
0.9999,9.9999999999989E-05
0.9999,9.9999999999989E-05
0.9999,9.9999999999989E-05
1,0
1,0
1,0
1,0
0.9999,9.9999999999989E-05
0.9999,9.9999999999989E-05
1,0
1,0
1,0
1,0
1,0
1,0
0.9999,9.9999999999989E-05
1,0
1,0
0.9999,9.9999999999989E-05
1,0
0.9999,9.9999999999989E-05
1,0
0.9999,9.9999999999989E-05
1,0
0.9999,9.9999999999989E-05
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
0.9998,0.0002
1,0
1,0
1,0
0.9999,9.9999999999989E-05
1,0
0.9998,0.0002
1,0
1,0
1,0
0.9999,9.9999999999989E-05
1,0
1,0
1,0
1,0
1,0
1,0
0.9999,9.9999999999989E-05
1,0
0.7317,0.2683
0.9693,0.0307
0.2036,0.7964
0.9271,0.0729
0.2218,0.7782
0.9286,0.0714
0.2291,0.7709
0.899,0.101
0.2583,0.7417
0.8829,0.1171
0.2775,0.7225
0.8756,0.1244
0.2931,0.7069
0.8417,0.1583
0.3113,0.6887
0.8167,0.1833
0.3291,0.6709
0.8245,0.1755
0.3427,0.6573
0.7927,0.2073
0.364,0.636
0.7771,0.2229
0.3805,0.6195
0.75,0.25
0.3983,0.6017
0.7322,0.2678
0.3957,0.6043
0.7875,0.2125
0.4223,0.5777
0.7239,0.2761
0.4411,0.5589
0.7084,0.2916
0.4582,0.5418
0.6881,0.3119
0.4754,0.5246
0.6756,0.3244
0.4947,0.5053
0.6532,0.3468
0.5114,0.4886
0.6381,0.3619
0.5296,0.4704
0.6172,0.3828
0.5484,0.4516
0.601,0.399
0.5662,0.4338
0.5911,0.4089
0.5838,0.4162
0.5687,0.4313
0.6027,0.3973
0.5448,0.4552
0.6136,0.3864
0.5329,0.4671
0.6375,0.3625
0.5114,0.4886
0.6536,0.3464
0.4994,0.5006
0.6735,0.3265
0.4759,0.5241
0.6896,0.3104
0.4613,0.5387
0.7084,0.2916
0.438,0.562
0.7239,0.2761
0.438,0.562
0.7453,0.2547
0.3994,0.6006
0.7625,0.2375
0.388,0.612
0.7808,0.2192
0.3697,0.6303
0.7964,0.2036
0.364,0.636
0.8157,0.1843
0.3296,0.6704
0.8328,0.1672
0.3191,0.6809
0.8521,0.1479
0.3201,0.6799
0.85,0.15
0.3322,0.6678
0.8709,0.1291
0.3045,0.6955
0.8813,0.1187
0.2989,0.7011
0.9063,0.0937
0.265,0.735
0.9197,0.0803
0.2597,0.7403
0.9396,0.0604
0.2306,0.7694
0.9584,0.0416
0.2302,0.7698
0.9698,0.0302
0.2192,0.7808
0.9661,0.0339
0.2238,0.7762
0.9766,0.0234
0.2108,0.7892
0.986,0.014
0.1973,0.8027
1,0
0.189,0.811
1,0
0.1967,0.8033
1,0
0.1885,0.8115
1,0
0.1947,0.8053
1,0
0.1838,0.8162
1,0
0.1984,0.8016
1,0
0.1973,0.8027
1,0
0.6383,0.3617
0.9573,0.0427
0.8053,0.1947
0.9771,0.0229
0.2249,0.7751
0.9489,0.0511
0.2322,0.7678
0.9469,0.0531
0.2587,0.7413
0.9162,0.0838
0.2738,0.7262
0.9068,0.0932
0.2973,0.7027
0.8771,0.1229
0.315,0.685
0.8813,0.1187
0.3343,0.6657
0.8428,0.1572
0.3608,0.6392
0.8454,0.1546
0.3697,0.6303
0.8042,0.1958
0.3848,0.6152
0.8094,0.1906
0.4035,0.5965
0.7657,0.2343
0.4208,0.5792
0.7724,0.2276
0.4394,0.5606
0.7334,0.2666
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
